0.9,0,0,1,0.1,0
0.05,0,0,0.5,0.1,0
-1000,1,0,0,0.1,0
0,1,0,0,0.1,0
8,0,0,20,0.1,0
0.5,0,0,1,0.1,0
12,1,0,0,0.1,0
30,0,0,100,0.1,0
0.03,0,0,1,0.1,0
28,1,0,0,0.1,0
8,0,0,20,0.1,0
0.5,0,0,1,0.1,0
12,1,0,0,0.1,0
30,0,0,100,0.1,0
0.03,0,0,1,0.1,0
42,1,0,0,0.1,0
8,0,0,20,0.1,0
0.5,0,0,1,0.1,0
12,1,0,0,0.1,0
30,0,0,100,0.1,0
0.03,0,0,1,0.1,0
56,1,0,0,0.1,0
8,0,0,20,0.1,0
0.5,0,0,1,0.1,0
12,1,0,0,0.1,0
30,0,0,100,0.1,0
0.03,0,0,1,0.1,0
